product_code,product_name,txn_date,txn_nep_month,txn_nep_date,account_id,amount,channel,theater,user_type,last_txn_before_bhadra,first_active_after_bhadra,active_difference,churn_or_not,day_of_week
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-04,Ashoj,18,9011672,1230.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,23/08/2025,7.0,Not Churn,Saturday
NP-ES-ONECINEMA,One Cinema- Baneshwor ( Ticket Purchase),2025-09-03,Bhadra,18,9016307,900.0,WEB,One Cinema- Baneshwor ( Ticket Purchase),Old User,14/08/2025,19/08/2025,5.0,Not Churn,Wednesday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-06,Ashoj,20,9016307,940.0,GPRS,Qfx Labim,Old User,14/08/2025,19/08/2025,5.0,Not Churn,Monday
QFX_labim,QFX Labim,2025-08-25,Bhadra,9,9064270,1170.0,WEB,QFX Labim,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Monday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-09-30,Ashoj,14,9064270,960.0,GPRS,Qfx Labim,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Tuesday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-09,Ashoj,23,9090787,1120.0,GPRS,Qfx Labim,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Thursday
QFX_labim,QFX Labim,2025-09-03,Bhadra,18,9090787,1120.0,WEB,QFX Labim,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Wednesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-20,Bhadra,4,9093219,1200.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,09/08/2025,20/08/2025,11.0,Not Churn,Wednesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-06,Ashoj,20,9093219,660.0,GPRS,Regal Cinemas ( Butwal),Old User,09/08/2025,20/08/2025,11.0,Not Churn,Monday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-01,Ashoj,15,9107195,1140.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
QFX_civil,QFX Civil,2025-09-05,Bhadra,20,9107195,880.0,WEB,QFX Civil,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
NP-ES-QBOX,iNi Cinemas - Butwal,2025-09-15,Bhadra,30,9107422,990.0,WEB,iNi Cinemas - Butwal,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Monday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-09-29,Ashoj,13,9107422,660.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Monday
NP-ES-QBOX,iNi Cinemas - Butwal,2025-09-16,Bhadra,31,9152799,2310.0,WEB,iNi Cinemas - Butwal,Old User,11/08/2025,27/08/2025,16.0,Not Churn,Tuesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-09-03,Bhadra,18,9152799,660.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,11/08/2025,27/08/2025,16.0,Not Churn,Wednesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-07,Ashoj,21,9152799,840.0,GPRS,Regal Cinemas ( Butwal),Old User,11/08/2025,27/08/2025,16.0,Not Churn,Tuesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-10,Ashoj,24,9186626,660.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-26,Bhadra,10,9186626,400.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Tuesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-09-06,Bhadra,21,9186626,660.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Saturday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-15,Bhadra,30,9197328,260.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,14/08/2025,17/08/2025,3.0,Not Churn,Monday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-08,Ashoj,22,9197328,330.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,14/08/2025,17/08/2025,3.0,Not Churn,Wednesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-06,Ashoj,20,9208798,660.0,GPRS,Regal Cinemas ( Butwal),Old User,10/08/2025,21/08/2025,11.0,Not Churn,Monday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-09-08,Bhadra,23,9208798,660.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,10/08/2025,21/08/2025,11.0,Not Churn,Monday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-28,Bhadra,12,9208798,540.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,10/08/2025,21/08/2025,11.0,Not Churn,Thursday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-14,Ashoj,28,9208798,600.0,GPRS,Regal Cinemas ( Butwal),Old User,10/08/2025,21/08/2025,11.0,Not Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-03,Ashoj,17,9215059,2640.0,GPRS,QFX Civil,Old User,14/08/2025,22/08/2025,8.0,Not Churn,Friday
QFX_civil,QFX Civil,2025-09-04,Bhadra,19,9215059,880.0,WEB,QFX Civil,Old User,14/08/2025,22/08/2025,8.0,Not Churn,Thursday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-08,Ashoj,22,9255228,500.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,04/08/2025,20/08/2025,16.0,Not Churn,Wednesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-06,Bhadra,21,9255228,520.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,04/08/2025,20/08/2025,16.0,Not Churn,Saturday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-30,Bhadra,14,9271166,570.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,14/08/2025,18/08/2025,4.0,Not Churn,Saturday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-10,Ashoj,24,9271166,760.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,14/08/2025,18/08/2025,4.0,Not Churn,Friday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-08,Ashoj,22,9282518,400.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
Qfx_Jalma,QFX Jalma Bharatpur,2025-08-17,Bhadra,1,9282518,640.0,WEB,QFX Jalma Bharatpur,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-09-30,Ashoj,14,9311398,880.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,05/08/2025,21/08/2025,16.0,Not Churn,Tuesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-26,Bhadra,10,9311398,700.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,05/08/2025,21/08/2025,16.0,Not Churn,Tuesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-12,Ashoj,26,9311398,2200.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,05/08/2025,21/08/2025,16.0,Not Churn,Sunday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-10,Ashoj,24,9375351,1520.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,12/08/2025,19/08/2025,7.0,Not Churn,Friday
Qfx_Jalma,QFX Jalma Bharatpur,2025-09-16,Bhadra,31,9375351,380.0,WEB,QFX Jalma Bharatpur,Old User,12/08/2025,19/08/2025,7.0,Not Churn,Tuesday
NP-ES-ELEMENTS,Elements Movies (QFX),2025-08-18,Bhadra,2,9413341,700.0,WEB,Elements Movies (QFX),Old User,09/08/2025,17/08/2025,8.0,Not Churn,Monday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-07,Ashoj,21,9413341,350.0,GPRS,QFX Civil,Old User,09/08/2025,17/08/2025,8.0,Not Churn,Tuesday
eSewa_QFXChhaya,QFX Chhaya Centre,2025-08-25,Bhadra,9,9413341,390.0,WEB,QFX Chhaya Centre,Old User,09/08/2025,17/08/2025,8.0,Not Churn,Monday
eSewa_QFXChhaya,QFX Chhaya Centre,2025-09-04,Bhadra,19,9413341,1120.0,WEB,QFX Chhaya Centre,Old User,09/08/2025,17/08/2025,8.0,Not Churn,Thursday
NP-ES-ELEMENTS,Elements Movies (QFX),2025-08-30,Bhadra,14,9413341,410.0,WEB,Elements Movies (QFX),Old User,09/08/2025,17/08/2025,8.0,Not Churn,Saturday
QFX_labim,QFX Labim,2025-09-16,Bhadra,31,9421482,560.0,WEB,QFX Labim,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-09-21,Ashoj,5,9421482,1120.0,GPRS,Qfx Labim,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-07,Ashoj,21,9524284,400.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-02,Bhadra,17,9524284,640.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
eSewa_QFXChhaya,QFX Chhaya Centre,2025-09-02,Bhadra,17,9539294,2730.0,WEB,QFX Chhaya Centre,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-06,Ashoj,20,9539294,3500.0,GPRS,QFX Civil,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-01,Ashoj,15,9583746,880.0,GPRS,QFX Civil,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Wednesday
QFX_civil,QFX Civil,2025-09-16,Bhadra,31,9583746,1560.0,WEB,QFX Civil,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Tuesday
bigmovies,Bigmovies,2025-09-06,Bhadra,21,9593125,700.0,WEB,Bigmovies,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Saturday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-13,Ashoj,27,9593125,780.0,GPRS,Qfx Labim,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Monday
QFX_civil,QFX Civil,2025-09-03,Bhadra,18,9608695,750.0,WEB,QFX Civil,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Wednesday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-03,Ashoj,17,9608695,1920.0,GPRS,Qfx Labim,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-03,Bhadra,18,9615475,1500.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,15/06/2025,03/09/2025,80.0,3 Months Churn,Wednesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-08,Ashoj,22,9615475,2500.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,15/06/2025,03/09/2025,80.0,3 Months Churn,Wednesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-06,Ashoj,20,9626418,860.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,14/08/2025,19/08/2025,5.0,Not Churn,Monday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-23,Bhadra,7,9626418,350.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,14/08/2025,19/08/2025,5.0,Not Churn,Saturday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-26,Bhadra,10,9681259,800.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-11,Ashoj,25,9681259,1320.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-QBOX,iNi Cinemas - Butwal,2025-10-09,Ashoj,23,9681259,540.0,WEB,iNi Cinemas - Butwal,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-06,Ashoj,20,9685256,700.0,GPRS,QFX Civil,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Monday
QFX_civil,QFX Civil,2025-08-27,Bhadra,11,9685256,500.0,WEB,QFX Civil,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Wednesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-05,Ashoj,19,9693812,1560.0,GPRS,QFX Civil,Old User,14/08/2025,18/08/2025,4.0,Not Churn,Sunday
QFX_civil,QFX Civil,2025-08-29,Bhadra,13,9693812,1760.0,WEB,QFX Civil,Old User,14/08/2025,18/08/2025,4.0,Not Churn,Friday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-09-22,Ashoj,6,9701741,880.0,GPRS,QFX Civil,Old User,16/08/2025,19/08/2025,3.0,Not Churn,Monday
bigmovies,Bigmovies,2025-09-02,Bhadra,17,9701741,370.0,WEB,Bigmovies,Old User,16/08/2025,19/08/2025,3.0,Not Churn,Tuesday
bigmovies,Bigmovies,2025-09-01,Bhadra,16,9701741,185.0,WEB,Bigmovies,Old User,16/08/2025,19/08/2025,3.0,Not Churn,Monday
QFX_labim,QFX Labim,2025-09-03,Bhadra,18,9720166,2240.0,WEB,QFX Labim,Old User,11/08/2025,17/08/2025,6.0,Not Churn,Wednesday
QFX_labim,QFX Labim,2025-09-21,Ashoj,5,9720166,1680.0,WEB,QFX Labim,Old User,11/08/2025,17/08/2025,6.0,Not Churn,Sunday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-12,Ashoj,26,9720166,940.0,GPRS,Qfx Labim,Old User,11/08/2025,17/08/2025,6.0,Not Churn,Sunday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-09-24,Ashoj,8,9720166,940.0,GPRS,Qfx Labim,Old User,11/08/2025,17/08/2025,6.0,Not Churn,Wednesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-07,Ashoj,21,9752028,1200.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,11/08/2025,19/08/2025,8.0,Not Churn,Tuesday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-27,Bhadra,11,9752028,1200.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,11/08/2025,19/08/2025,8.0,Not Churn,Wednesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-17,Bhadra,1,9770673,1620.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-06,Ashoj,20,9770673,990.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-09-02,Bhadra,17,9770673,800.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
bigmovies,Bigmovies,2025-08-23,Bhadra,7,9814295,1400.0,WEB,Bigmovies,Old User,16/08/2025,19/08/2025,3.0,Not Churn,Saturday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-11,Ashoj,25,9814295,880.0,GPRS,QFX Civil,Old User,16/08/2025,19/08/2025,3.0,Not Churn,Saturday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-10,Ashoj,24,9826652,1040.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,14/08/2025,22/08/2025,8.0,Not Churn,Friday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-09-25,Ashoj,9,9826652,440.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,14/08/2025,22/08/2025,8.0,Not Churn,Thursday
NP-ES-ELEMENTS,Elements Movies (QFX),2025-09-06,Bhadra,21,9826652,820.0,WEB,Elements Movies (QFX),Old User,14/08/2025,22/08/2025,8.0,Not Churn,Saturday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-04,Bhadra,19,9826652,1480.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,14/08/2025,22/08/2025,8.0,Not Churn,Thursday
NP-ES-MOVIES-QFXPKR,QFX Cinemas,2025-10-14,Ashoj,28,9832658,600.0,GPRS,QFX Cinemas,Old User,05/08/2025,21/08/2025,16.0,Not Churn,Tuesday
eSewa_MidTown,MIDTOWN CINEMAS,2025-09-06,Bhadra,21,9832658,1170.0,WEB,MIDTOWN CINEMAS,Old User,05/08/2025,21/08/2025,16.0,Not Churn,Saturday
eSewa_MidTown,MIDTOWN CINEMAS,2025-10-09,Ashoj,23,9832658,1050.0,WEB,MIDTOWN CINEMAS,Old User,05/08/2025,21/08/2025,16.0,Not Churn,Thursday
eSewa_MidTown,MIDTOWN CINEMAS,2025-10-12,Ashoj,26,9832658,1170.0,WEB,MIDTOWN CINEMAS,Old User,05/08/2025,21/08/2025,16.0,Not Churn,Sunday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-28,Bhadra,12,9854377,1650.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,12/08/2025,18/08/2025,6.0,Not Churn,Thursday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-09,Ashoj,23,9854377,820.0,GPRS,Regal Cinemas ( Butwal),Old User,12/08/2025,18/08/2025,6.0,Not Churn,Thursday
QFX_civil,QFX Civil,2025-08-28,Bhadra,12,9856656,1000.0,WEB,QFX Civil,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-09-29,Ashoj,13,9856656,3520.0,GPRS,QFX Civil,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-09-30,Ashoj,14,9856656,880.0,GPRS,QFX Civil,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-01,Ashoj,15,9856656,880.0,GPRS,QFX Civil,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-09,Ashoj,23,9856656,1000.0,GPRS,QFX Civil,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-03,Ashoj,17,9856687,960.0,GPRS,Qfx Labim,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
QFX_labim,QFX Labim,2025-08-22,Bhadra,6,9856687,960.0,WEB,QFX Labim,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-10,Ashoj,24,9880742,520.0,GPRS,QFX Civil,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Friday
QFX_civil,QFX Civil,2025-09-04,Bhadra,19,9880742,520.0,WEB,QFX Civil,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Thursday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-07,Ashoj,21,9911350,660.0,GPRS,Skyline moives (QFX Birgunj ),Old User,14/08/2025,17/08/2025,3.0,Not Churn,Tuesday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-08-20,Bhadra,4,9911350,530.0,WEB,Skyline moives (QFX Birgunj ),Old User,14/08/2025,17/08/2025,3.0,Not Churn,Wednesday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-11,Ashoj,25,9919049,600.0,GPRS,Skyline moives (QFX Birgunj ),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Saturday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-08-18,Bhadra,2,9919049,1000.0,WEB,Skyline moives (QFX Birgunj ),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Monday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-09-04,Bhadra,19,9919049,860.0,WEB,Skyline moives (QFX Birgunj ),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Thursday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-09-05,Bhadra,20,9919049,1505.0,WEB,Skyline moives (QFX Birgunj ),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-02,Ashoj,16,9923266,960.0,GPRS,Qfx Labim,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Thursday
bigmovies,Bigmovies,2025-08-19,Bhadra,3,9923266,600.0,WEB,Bigmovies,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Tuesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-07,Ashoj,21,9924344,3200.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Tuesday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-27,Bhadra,11,9924344,600.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Wednesday
NP-ES-QBOX,iNi Cinemas - Butwal,2025-09-07,Bhadra,22,9940359,660.0,WEB,iNi Cinemas - Butwal,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Sunday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-11,Ashoj,25,9940359,660.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,20/08/2025,4.0,Not Churn,Saturday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-08,Ashoj,22,9940359,1120.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,20/08/2025,4.0,Not Churn,Wednesday
NP-ES-QBOX,iNi Cinemas - Butwal,2025-08-23,Bhadra,7,9940359,1650.0,WEB,iNi Cinemas - Butwal,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Saturday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-05,Ashoj,19,9959498,1650.0,GPRS,Regal Cinemas ( Butwal),Old User,13/08/2025,17/08/2025,4.0,Not Churn,Sunday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-22,Bhadra,6,9959498,660.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,13/08/2025,17/08/2025,4.0,Not Churn,Friday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-20,Bhadra,4,10089539,479.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-28,Bhadra,12,10089539,990.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-04,Ashoj,18,10089539,660.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-02,Ashoj,16,10091262,1440.0,GPRS,Qfx Labim,Old User,12/04/2025,05/09/2025,146.0,5 Months Churn,Thursday
QFX_labim,QFX Labim,2025-09-05,Bhadra,20,10091262,4980.0,WEB,QFX Labim,Old User,12/04/2025,05/09/2025,146.0,5 Months Churn,Friday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-10,Ashoj,24,10098708,1320.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-27,Bhadra,11,10098708,400.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-07,Ashoj,21,10098708,400.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-04,Ashoj,18,10108615,1650.0,GPRS,Regal Cinemas ( Butwal),Old User,28/07/2025,22/08/2025,25.0,Not Churn,Saturday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-25,Bhadra,9,10108615,800.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,28/07/2025,22/08/2025,25.0,Not Churn,Monday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-27,Bhadra,11,10110612,400.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,12/08/2025,27/08/2025,15.0,Not Churn,Wednesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-29,Ashoj,13,10110612,760.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,12/08/2025,27/08/2025,15.0,Not Churn,Monday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-04,Bhadra,19,10199853,1140.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Thursday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-09,Ashoj,23,10199853,1520.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Thursday
eSewa_MidTown,MIDTOWN CINEMAS,2025-08-23,Bhadra,7,10233989,780.0,WEB,MIDTOWN CINEMAS,Old User,19/06/2025,23/08/2025,65.0,2 Months Churn,Saturday
NP-ES-MOVIES-QFXPKR,QFX Cinemas,2025-10-07,Ashoj,21,10233989,400.0,GPRS,QFX Cinemas,Old User,19/06/2025,23/08/2025,65.0,2 Months Churn,Tuesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-10,Ashoj,24,10306365,1640.0,GPRS,Regal Cinemas ( Butwal),Old User,,27/08/2025,,,Friday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-27,Bhadra,11,10306365,600.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,,27/08/2025,,,Wednesday
